Date,Hours,direct_normal,total_skycover,dry_bulb_temp,station_pressure,wind_direction,wind_speed
01/03/2005,18,0,10,-5.2,1013,40,21.2
01/03/2005,19,0,10,-5.7,1013,20,22.1
01/03/2005,20,0,10,-5.1,1013,360,22.7
01/03/2005,21,0,10,-4.5,1013,360,23.5
01/03/2005,22,0,10,-2.2,1013,350,24.1
01/03/2005,23,0,10,-2.8,1013,350,23
01/03/2005,0,0,10,-2.2,1013,350,21.9
01/04/2005,1,0,10,-1.6,1013,350,20.7
01/04/2005,2,0,10,-2.1,1013,360,19.6
01/04/2005,3,0,10,-2.6,1013,360,18.4
01/04/2005,4,0,10,-5.3,1013,350,17.3
01/04/2005,5,0,10,-4.8,1013,350,16.2
01/04/2005,6,0,4,-7.5,1013,350,15
01/04/2005,7,0,3,-9.1,1013,350,13.9
01/04/2005,8,0,9,-9.6,1013,350,12.8
01/04/2005,9,0,10,-10.7,1013,350,11.6
01/04/2005,10,0,10,-10.7,1013,350,10.7
01/04/2005,11,0,10,-11.4,1013,350,9.7
01/04/2005,12,0,10,-11.7,1013,350,8.8
01/04/2005,13,0,10,-12.8,1013,360,6.6
01/04/2005,14,0,10,-13.3,1013,360,5.1
01/04/2005,15,0,10,-12.7,1013,360,4.1
01/04/2005,16,0,10,-12.1,1013,10,2
01/04/2005,17,0,10,-12.6,1013,20,2.5
01/04/2005,18,0,10,-12,1013,20,1.5
01/04/2005,19,0,10,-12,1013,350,5.7
01/04/2005,20,0,10,-13,1013,330,5.7
01/04/2005,21,0,10,-13,1013,280,3.1
01/04/2005,22,0,10,-13,1013,300,3.6
01/04/2005,23,0,10,-13,1013,240,4.1
01/04/2005,0,0,10,-13,1013,240,2.1
01/05/2005,1,0,10,-13,1013,190,1.5
01/05/2005,2,0,10,-13,1013,0,0
01/05/2005,3,0,10,-14,1013,290,3.6
01/05/2005,4,0,10,-17,1013,280,2.6
01/05/2005,5,0,0,-17,1013,320,6.7
01/05/2005,6,0,2,-18,1013,330,4.6
01/05/2005,7,0,0,-19,1013,320,4.1
01/05/2005,8,0,0,-20,1013,290,5.7
01/05/2005,9,0,0,-21,1013,300,4.1
01/05/2005,10,0,0,-22,1013,290,4.1
01/05/2005,11,0,0,-22,1013,250,3.6
01/05/2005,12,0,0,-23,1013,0,0
01/05/2005,13,0,0,-26,1013,190,2.1
01/05/2005,14,0,0,-26,1013,140,3.1
01/05/2005,15,0,0,-26,1013,160,3.1
01/05/2005,16,0,0,-24,1013,140,3.1
01/05/2005,17,0,0,-19,1013,150,5.7
01/05/2005,18,0,0,-17,1013,140,8.2
01/05/2005,19,0,10,-16,1013,130,8.2
01/05/2005,20,0,10,-14,1013,140,9.8
01/05/2005,21,0,10,-12,1013,140,11.8
01/05/2005,22,0,10,-12,1013,140,13.4
01/05/2005,23,0,10,-11,1013,140,13.4
01/05/2005,0,0,10,-9,1013,140,14.4
01/06/2005,1,0,10,-6.1,1013,150,12.1
01/06/2005,2,0,10,-3,1013,150,9.8
01/06/2005,3,0,10,-1.5,1013,160,9.5
01/06/2005,4,0,10,-1.2,1013,170,9.2
01/06/2005,5,0,10,-0.2,1013,170,8.8
01/06/2005,6,0,10,0.9,1013,180,8.5
01/06/2005,7,0,10,2,1013,190,8.2
01/06/2005,8,0,10,2,1013,190,7.7
01/06/2005,9,0,10,2,1013,190,6.7
01/06/2005,10,0,7,1.6,1013,190,7
01/06/2005,11,0,3,1.6,1013,200,7.4
01/06/2005,12,0,0,2,1013,200,7.7
01/06/2005,13,0,0,1.3,1013,200,7.5
01/06/2005,14,0,0,1.4,1013,190,7.4
01/06/2005,15,0,0,1,1013,190,7.2
01/06/2005,16,0,0,1,1013,190,7.7
01/06/2005,17,0,0,1,1013,190,8.2
01/06/2005,18,0,3,1.3,1013,200,9.3
01/06/2005,19,0,5,1,1013,200,10.3
01/06/2005,20,0,10,1,1013,200,8.7
01/06/2005,21,0,7,1,1013,200,9.3
01/06/2005,22,0,7,0.2,1013,190,9.4
01/06/2005,23,0,7,0.4,1013,190,9.5
01/06/2005,0,0,7,0.3,1013,180,9.6
01/07/2005,1,0,7,0,1013,180,9.7
01/07/2005,2,0,7,0,1013,170,9.8
01/07/2005,3,0,10,0,1013,180,9.8
01/07/2005,4,0,10,1,1013,180,8.7
01/07/2005,5,0,10,1,1013,180,8.9
01/07/2005,6,0,10,1,1013,190,9.1
01/07/2005,7,0,10,1,1013,190,9.3
01/07/2005,8,0,10,1,1013,190,8.2
01/07/2005,9,0,10,1,1013,190,9.3
01/07/2005,10,0,10,1,1013,190,10.3
01/07/2005,11,0,10,1,1013,180,9.8
01/07/2005,12,0,10,1,1013,190,9.3
01/07/2005,13,0,10,1,1013,190,9.8
01/07/2005,14,0,10,1,1013,180,9.3
01/07/2005,15,0,10,1,1013,180,8.2
01/07/2005,16,0,10,2,1013,190,8.7
01/07/2005,17,0,10,1,1013,190,7.7
01/07/2005,18,0,10,0.6,1013,190,7.1
01/07/2005,19,0,10,0.3,1013,180,8.1
01/07/2005,20,0,10,-0.6,1013,180,8.1
01/07/2005,21,0,10,-1,1013,180,8.5
01/07/2005,22,0,10,-1.9,1013,170,7.5
01/07/2005,23,0,10,-2.3,1013,160,8.5
01/07/2005,0,0,10,-3.2,1013,170,5.8
01/08/2005,1,0,10,-4.7,1013,160,5.3
01/08/2005,2,0,10,-3.9,1013,160,4.7
01/08/2005,3,0,10,-3.2,1013,160,4.7
01/08/2005,4,0,10,-3,1013,150,4.1
01/08/2005,5,0,10,-3.4,1013,120,3
01/08/2005,6,0,10,-3.4,1013,120,3.6
01/08/2005,7,0,10,-3.4,1013,90,3.6
01/08/2005,8,0,10,-3.4,1013,100,4.1
01/08/2005,9,0,10,-2.8,1013,120,3.6
01/08/2005,10,0,10,-2.3,1013,110,4.6
01/08/2005,11,0,10,-2.8,1013,100,4.6
01/08/2005,12,0,10,-2.3,1013,110,4.1
01/08/2005,13,0,10,-2.3,1013,120,6.6
01/08/2005,14,0,10,-2.3,1013,140,6.6
01/08/2005,15,0,10,-2.8,1013,140,7.7
01/08/2005,16,0,10,-3.4,1013,150,7.2
01/08/2005,17,0,10,-3.4,1013,150,7.7
01/08/2005,18,0,10,-3.9,1013,140,4.6
01/08/2005,19,0,10,-3.9,1013,140,5.1
01/08/2005,20,0,10,-4.5,1013,130,3
01/08/2005,21,0,10,-4.5,1013,130,3
01/08/2005,22,0,10,-5,1013,140,4.6
01/08/2005,23,0,10,-4.5,1013,140,5.6
01/08/2005,0,0,10,-3.9,1013,120,5.1
01/09/2005,1,0,10,-3.9,1013,140,6.6
01/09/2005,2,0,10,-3.9,1013,140,7.2
01/09/2005,3,0,10,-3.9,1013,140,6.1
01/09/2005,4,0,10,-5,1013,140,6.6
01/09/2005,5,0,10,-5,1013,140,10.2
01/09/2005,6,0,10,-5.6,1013,140,9.2
01/09/2005,7,0,10,-5.6,1013,150,9.2
01/09/2005,8,0,10,-5.6,1013,150,7.7
01/09/2005,9,0,10,-5.6,1013,150,7.2
01/09/2005,10,0,10,-5.8,1013,150,6.9
01/09/2005,11,0,10,-5.6,1013,150,6.6
01/09/2005,12,0,10,-5,1013,160,4.1
01/09/2005,13,0,10,-5,1013,150,4.6
01/09/2005,14,0,10,-5.6,1013,150,4.6
01/09/2005,15,0,10,-5.6,1013,170,5.1
01/09/2005,16,0,10,-6.2,1013,160,4.6
01/09/2005,17,0,10,-6.7,1013,160,4.1
01/09/2005,18,0,10,-10,1013,190,5.6
01/09/2005,19,0,10,-10,1013,180,4.1
01/09/2005,20,0,10,-10.6,1013,190,4.6
01/09/2005,21,0,10,-12.3,1013,190,2
01/09/2005,22,0,10,-12.3,1013,210,3
01/09/2005,23,0,10,-11.7,1013,200,2
01/09/2005,0,0,10,-11.7,1013,220,2
01/10/2005,1,0,10,-11.7,1013,270,1.5
01/10/2005,2,0,10,-11.2,1013,270,2.5
01/10/2005,3,0,10,-11.2,1013,300,1.5
01/10/2005,4,0,10,-11.2,1013,290,2
01/10/2005,5,0,10,-10.6,1013,290,2.5
01/10/2005,6,0,10,-10,1013,300,3
01/10/2005,7,0,10,-10,1013,310,3
01/10/2005,8,0,10,-8.9,1013,330,4.1
01/10/2005,9,0,10,-8.9,1013,330,4.1
01/10/2005,10,0,10,-7.8,1013,320,4.6
01/10/2005,11,0,10,-7.3,1013,340,4.6
01/10/2005,12,0,9,-7.3,1013,340,5.1
01/10/2005,13,0,9,-8.4,1013,350,6.6
01/10/2005,14,13,9,-8.9,1013,350,5.6
01/10/2005,15,142,9,-11.7,1013,10,7.2
01/10/2005,16,0,6,-13.4,1013,10,10.8
01/10/2005,17,0,8,-16.7,1013,360,8.2
01/10/2005,18,0,6,-17.8,1013,360,7.2
01/10/2005,19,0,6,-18.4,1013,350,7.7
01/10/2005,20,0,7,-17.8,1013,350,5.6
01/10/2005,21,0,7,-17.3,1013,340,4.1
01/10/2005,22,0,4,-18.4,1013,350,3.6
01/10/2005,23,0,6,-15.6,1013,10,4.1
01/10/2005,0,0,4,-16.1,1013,10,8.7
01/11/2005,1,0,2,-16.7,1013,360,12.3
01/11/2005,2,0,0,-20.6,1013,360,12.3
01/11/2005,3,0,0,-22.3,1013,360,14.9
01/11/2005,4,0,0,-22.3,1013,360,14.4
01/11/2005,5,0,0,-21.7,1013,10,13.3
01/11/2005,6,0,0,-21.2,1013,350,13.3
01/11/2005,7,0,4,-22.3,1013,10,14.9
01/11/2005,8,0,3,-21.7,1013,10,11.3
01/11/2005,9,0,3,-20.5,1013,20,9.8
01/11/2005,10,0,0,-19.4,1013,20,8.2
01/11/2005,11,0,2,-18.8,1013,10,9.7
01/11/2005,12,0,2,-18.1,1013,360,9.7
01/11/2005,13,0,2,-16.9,1013,20,13.3
01/11/2005,14,120,2,-16.3,1013,0,0
01/11/2005,15,197,1,-16.3,1013,360,10.8
01/11/2005,16,30,1,-16.3,1013,340,7.2
01/11/2005,17,0,1,-15.1,1013,30,11.8
01/11/2005,18,0,0,-14.4,1013,10,6.6
01/11/2005,19,0,0,-12.7,1013,10,5.1
01/11/2005,20,0,0,-12.1,1013,10,10.8
01/11/2005,21,0,0,-12,1013,20,13.3
01/11/2005,22,0,0,-13.5,1013,360,6.6
01/11/2005,23,0,0,-14,1013,360,7.2
01/11/2005,0,0,0,-14.1,1013,10,9.2
01/12/2005,1,0,0,-14.4,1013,360,11.8
01/12/2005,2,0,0,-14.4,1013,10,10.2
01/12/2005,3,0,0,-14,1013,10,15.4
01/12/2005,4,0,0,-14.8,1013,20,12.3
01/12/2005,5,0,0,-14.9,1013,10,10.2
01/12/2005,6,0,0,-14.9,1013,10,9.8
01/12/2005,7,0,0,-14.9,1013,10,9.4
01/12/2005,8,0,0,-15,1013,20,9
01/12/2005,9,0,0,-15.4,1013,20,8.5
01/12/2005,10,0,0,-15.9,1013,20,8.1
01/12/2005,11,0,0,-16,1013,20,7.7
01/12/2005,12,0,0,-15.5,1013,10,9.2
01/12/2005,13,0,0,-15.8,1013,360,6.1
01/12/2005,14,320,0,-15.3,1013,30,6.1
01/12/2005,15,422,0,-15.3,1013,350,6.1
01/12/2005,16,123,0,-16,1013,20,6.6
01/12/2005,17,0,0,-17.4,1013,30,7.7
01/12/2005,18,0,0,-18.9,1013,30,8.2
01/12/2005,19,0,0,-21,1013,30,4.6
01/12/2005,20,0,0,-21,1013,40,11.8
01/12/2005,21,0,0,-20.2,1013,30,7.2
01/12/2005,22,0,0,-20.4,1013,40,11.3
01/12/2005,23,0,0,-19.7,1013,30,12.8
01/12/2005,0,0,0,-19.3,1013,40,8.7
01/13/2005,1,0,0,-19,1013,20,7.2
01/13/2005,2,0,0,-18.5,1013,20,6.8
01/13/2005,3,0,0,-17.6,1013,30,6.5
01/13/2005,4,0,0,-17.9,1013,30,6.1
01/13/2005,5,0,0,-17.5,1013,20,3
01/13/2005,6,0,0,-17,1013,20,1.5
01/13/2005,7,0,0,-16.5,1013,30,2.1
01/13/2005,8,0,0,-16.1,1013,30,2.1
01/13/2005,9,0,0,-16,1013,30,3.2
01/13/2005,10,0,0,-16,1013,30,2.7
01/13/2005,11,0,0,-15.3,1013,40,1.8
01/13/2005,12,0,0,-14.2,1013,50,2.3
01/13/2005,13,0,0,-13.8,1013,40,0.3
01/13/2005,14,417,0,-12.6,1013,50,0.3
01/13/2005,15,466,0,-12,1013,70,0.9
01/13/2005,16,203,0,-11,1013,90,1.5
01/13/2005,17,0,0,-10.7,1013,80,1.5
01/13/2005,18,0,0,-10.6,1013,90,1
01/13/2005,19,0,0,-11.1,1013,100,1
01/13/2005,20,0,0,-11.1,1013,90,1.1
01/13/2005,21,0,1,-10.7,1013,100,3.2
01/13/2005,22,0,3,-11.3,1013,110,2.8
01/13/2005,23,0,4,-11,1013,100,2.3
01/13/2005,0,0,6,-10.1,1013,110,2.9
01/14/2005,1,0,7,-9.4,1013,100,3.4
01/14/2005,2,0,9,-8.4,1013,120,4.5
01/14/2005,3,0,10,-7,1013,120,2.5
01/14/2005,4,0,10,-7,1013,140,1.5
01/14/2005,5,0,10,-7,1013,120,2.5
01/14/2005,6,0,10,-7,1013,0,0
01/14/2005,7,0,10,-6.5,1013,0,0
01/14/2005,8,0,10,-6.1,1013,0,0
01/14/2005,9,0,10,-6,1013,120,3
01/14/2005,10,0,10,-6,1013,120,3
01/14/2005,11,0,10,-6.3,1013,100,3.6
01/14/2005,12,0,10,-6.2,1013,120,2
01/14/2005,13,0,0,-6.8,1013,120,2.6
01/14/2005,14,12,10,-6.6,1013,120,2.7
01/14/2005,15,0,10,-7,1013,110,2.3
01/14/2005,16,26,10,-7.5,1013,110,3.4
01/14/2005,17,0,10,-7.1,1013,120,3
01/14/2005,18,0,0,-6.8,1013,100,3.7
01/14/2005,19,0,0,-7.2,1013,80,3.3
01/14/2005,20,0,0,-7,1013,90,3.9
01/14/2005,21,0,0,-6.2,1013,80,4.5
01/14/2005,22,0,0,-7.1,1013,90,2.5
01/14/2005,23,0,0,-7.5,1013,70,2.6
01/14/2005,0,0,10,-7.4,1013,70,1.7
01/15/2005,1,0,10,-7.8,1013,40,0.3
01/15/2005,2,0,10,-7.6,1013,0,0
01/15/2005,3,0,10,-8.6,1013,0,0
01/15/2005,4,0,10,-11.8,1013,0,0
01/15/2005,5,0,10,-12.2,1013,0,0
01/15/2005,6,0,10,-10.9,1013,0,0
01/15/2005,7,0,10,-11.8,1013,0,0
01/15/2005,8,0,10,-12.8,1013,0,0
01/15/2005,9,0,10,-11.1,1013,0,0
01/15/2005,10,0,10,-11.5,1013,0,0
01/15/2005,11,0,10,-13.5,1013,0,0
01/15/2005,12,0,10,-13.4,1013,0,0
01/15/2005,13,0,10,-13.8,1013,0,0
01/15/2005,14,0,10,-14.2,1013,0,0
01/15/2005,15,0,10,-14.6,1013,0,0
01/15/2005,16,0,10,-16.1,1013,0,0
01/15/2005,17,0,10,-15.9,1013,0,0
01/15/2005,18,0,10,-16.9,1013,0,0
01/15/2005,19,0,10,-17.3,1013,0,0
01/15/2005,20,0,8,-17.7,1013,0,0
01/15/2005,21,0,8,-17,1013,0,0
01/15/2005,22,0,8,-17.3,1013,0,0
01/15/2005,23,0,7,-17.5,1013,0,0
01/15/2005,0,0,7,-17.8,1013,50,0.7
01/16/2005,1,0,7,-17.5,1013,50,0.8
01/16/2005,2,0,7,-17.8,1013,30,1.4
01/16/2005,3,0,7,-18.5,1013,30,2.6
01/16/2005,4,0,7,-18.8,1013,30,2.1
01/16/2005,5,0,7,-18.5,1013,30,2.8
01/16/2005,6,0,7,-18.8,1013,30,4.5
01/16/2005,7,0,6,-19,1013,30,5.1
01/16/2005,8,0,9,-19.3,1013,10,5.7
01/16/2005,9,0,8,-20,1013,10,5.3
01/16/2005,10,0,6,-20,1013,360,8
01/16/2005,11,0,4,-20,1013,20,5
01/16/2005,12,0,7,-19.5,1013,10,7.2
01/16/2005,13,25,3,-20,1013,360,8.2
01/16/2005,14,62,6,-19.5,1013,10,9.7
01/16/2005,15,55,5,-19.5,1013,10,8.7
01/16/2005,16,33,4,-19.5,1013,360,9.7
01/16/2005,17,0,3,-20,1013,360,8.7
01/16/2005,18,0,3,-20.6,1013,360,9.2
01/16/2005,19,0,2,-20.6,1013,10,10.8
01/16/2005,20,0,1,-20.6,1013,10,12.3
01/16/2005,21,0,1,-21.2,1013,10,11.8
01/16/2005,22,0,1,-21.2,1013,10,11.8
01/16/2005,23,0,1,-21.7,1013,10,11.3
01/16/2005,0,0,1,-21.7,1013,10,11.8
01/17/2005,1,0,1,-22.3,1013,10,12.3
01/17/2005,2,0,1,-22.8,1013,10,11.3
01/17/2005,3,0,10,-22.8,1013,10,9.7
01/17/2005,4,0,10,-23.4,1013,10,10.2
01/17/2005,5,0,10,-23.3,1013,10,8.2
01/17/2005,6,0,10,-23.1,1013,10,8.2
01/17/2005,7,0,10,-22.9,1013,360,7.2
01/17/2005,8,0,10,-22.8,1013,10,7.7
01/17/2005,9,0,10,-23.4,1013,10,8.2
01/17/2005,10,0,10,-23.4,1013,360,8.2
01/17/2005,11,0,10,-23.4,1013,360,7.7
01/17/2005,12,0,10,-23.9,1013,360,10.2
01/17/2005,13,0,10,-23.4,1013,10,10.8
01/17/2005,14,0,10,-22.3,1013,360,10.2
01/17/2005,15,0,10,-20.6,1013,10,10.2
01/17/2005,16,0,10,-20.6,1013,10,10.2
01/17/2005,17,0,10,-20,1013,10,10.8
01/17/2005,18,0,0,-19.7,1013,10,10.2
01/17/2005,19,0,0,-20,1013,10,9
01/17/2005,20,0,0,-19.7,1013,10,7.7
01/17/2005,21,0,0,-19.2,1013,10,7.2
01/17/2005,22,0,0,-19.6,1013,10,6.7
01/17/2005,23,0,0,-19.1,1013,10,6.1
01/17/2005,0,0,0,-18.9,1013,10,5.6
01/18/2005,1,0,7,-18.8,1013,10,7.7
01/18/2005,2,0,9,-18.5,1013,10,8.2
01/18/2005,3,0,10,-17.8,1013,10,8.7
01/18/2005,4,0,9,-18.3,1013,10,8.2
01/18/2005,5,0,7,-18,1013,10,7.7
01/18/2005,6,0,5,-17.7,1013,110,5.6
01/18/2005,7,0,0,-17.4,1013,120,7.2
01/18/2005,8,0,0,-17.2,1013,130,8.7
01/18/2005,9,0,7,-17.3,1013,130,9.2
01/18/2005,10,0,10,-17.5,1013,130,11.3
01/18/2005,11,0,10,-17.3,1013,140,10.2
01/18/2005,12,0,10,-16.6,1013,140,10.2
01/18/2005,13,0,10,-16.7,1013,130,9.2
01/18/2005,14,0,10,-18.1,1013,140,10.8
01/18/2005,15,0,10,-20,1013,150,6.6
01/18/2005,16,0,10,-20.4,1013,160,6.1
01/18/2005,17,0,10,-19.9,1013,240,4.3
01/18/2005,18,0,10,-19.5,1013,310,2.5
01/18/2005,19,0,10,-19.8,1013,310,3
01/18/2005,20,0,10,-19.5,1013,340,3
01/18/2005,21,0,10,-18.8,1013,20,3.6
01/18/2005,22,0,10,-19.2,1013,360,3
01/18/2005,23,0,10,-18.6,1013,280,5.1
01/18/2005,0,0,10,-18.4,1013,300,6.1
01/19/2005,1,0,10,-18.3,1013,300,6.6
01/19/2005,2,0,10,-17.9,1013,320,5.6
01/19/2005,3,0,10,-17.1,1013,310,7.7
01/19/2005,4,0,10,-17.5,1013,320,7.7
01/19/2005,5,0,10,-17.2,1013,320,9.7
01/19/2005,6,0,10,-16.8,1013,330,9.7
01/19/2005,7,0,10,-16.4,1013,320,9.2
01/19/2005,8,0,10,-16.2,1013,320,7.2
01/19/2005,9,0,10,-16.1,1013,320,8.7
01/19/2005,10,0,10,-16.5,1013,310,9.2
01/19/2005,11,0,10,-16.6,1013,310,9.7
01/19/2005,12,0,10,-16.3,1013,320,8.7
01/19/2005,13,0,10,-16.6,1013,310,10.2
01/19/2005,14,0,10,-10.7,1013,310,10.2
01/19/2005,15,0,10,-5.3,1013,310,9.2
01/19/2005,16,0,10,-6.6,1013,310,8.7
01/19/2005,17,0,10,-6.8,1013,320,7.7
01/19/2005,18,0,10,-7.3,1013,340,8.2
01/19/2005,19,0,10,-8.4,1013,330,8.2
01/19/2005,20,0,10,-8.8,1013,340,8.7
01/19/2005,21,0,10,-9,1013,340,6.1
01/19/2005,22,0,10,-9.4,1013,340,6.1
01/19/2005,23,0,10,-8.7,1013,320,6.1
01/19/2005,0,0,9,-9.7,1013,320,6.4
01/20/2005,1,0,9,-10.9,1013,320,7.8
01/20/2005,2,0,6,-11.8,1013,330,7.1
01/20/2005,3,0,3,-12.4,1013,320,6.9
01/20/2005,4,0,3,-13.7,1013,330,7.2
01/20/2005,5,0,2,-14.4,1013,330,6.5
01/20/2005,6,0,2,-15.2,1013,350,6.4
01/20/2005,7,0,2,-16.5,1013,330,5.7
01/20/2005,8,0,1,-17.7,1013,340,3.4
01/20/2005,9,0,1,-18.5,1013,340,4.7
01/20/2005,10,0,1,-19.8,1013,360,3.5
01/20/2005,11,0,0,-20.6,1013,360,3.3
01/20/2005,12,0,0,-23,1013,360,3.6
01/20/2005,13,142,0,-24.4,1013,10,3.4
01/20/2005,14,255,0,-25,1013,10,3.1
01/20/2005,15,268,0,-24.2,1013,10,3.6
01/20/2005,16,249,0,-24,1013,10,4.1
01/20/2005,17,41,0,-24,1013,30,4.1
01/20/2005,18,0,0,-24,1013,40,3.6
01/20/2005,19,0,0,-25,1013,50,3.1
01/20/2005,20,0,0,-26,1013,50,2.6
01/20/2005,21,0,5,-26,1013,60,3.9
01/20/2005,22,0,9,-27,1013,70,5.1
01/20/2005,23,0,7,-25,1013,70,3.6
01/20/2005,0,0,0,-23,1013,90,2.6
01/21/2005,1,0,0,-22,1013,70,3.1
01/21/2005,2,0,2,-21,1013,100,2.6
01/21/2005,3,0,10,-19,1013,90,3.1
01/21/2005,4,0,9,-18,1013,100,3.1
01/21/2005,5,0,10,-17,1013,110,3.1
01/21/2005,6,0,10,-17,1013,100,2.1
01/21/2005,7,0,0,-16,1013,0,0
01/21/2005,8,0,2,-17,1013,80,2.1
01/21/2005,9,0,9,-17,1013,270,2.1
01/21/2005,10,0,5,-16,1013,340,3.6
01/21/2005,11,0,9,-15,1013,360,2.6
01/21/2005,12,0,9,-14,1013,310,4.1
01/21/2005,13,0,10,-14,1013,340,4.1
01/21/2005,14,0,10,-14,1013,330,4.1
01/21/2005,15,14,9,-14,1013,340,5.1
01/21/2005,16,0,10,-14,1013,330,4.1
01/21/2005,17,0,10,-14,1013,330,5.1
01/21/2005,18,0,10,-14,1013,310,4.6
01/21/2005,19,0,10,-14,1013,320,5.7
01/21/2005,20,0,10,-13,1013,320,6.2
01/21/2005,21,0,10,-13,1013,320,6.2
01/21/2005,22,0,10,-13,1013,320,6.7
01/21/2005,23,0,10,-13,1013,330,7.7
01/21/2005,0,0,10,-13,1013,330,7.2
01/22/2005,1,0,10,-13,1013,340,6.7
01/22/2005,2,0,10,-12.7,1013,350,7.2
01/22/2005,3,0,10,-12,1013,360,7.7
01/22/2005,4,0,9,-12,1013,360,9.3
01/22/2005,5,0,10,-13,1013,360,9.3
01/22/2005,6,0,10,-13,1013,350,9.3
01/22/2005,7,0,10,-14,1013,340,8.7
01/22/2005,8,0,10,-14,1013,350,8.7
01/22/2005,9,0,10,-14,1013,350,9.8
01/22/2005,10,0,10,-15,1013,350,11.3
01/22/2005,11,0,10,-15,1013,350,10.3
01/22/2005,12,0,10,-15,1013,360,9.8
01/22/2005,13,0,10,-14,1013,350,10.8
01/22/2005,14,0,10,-14,1013,350,9.8
01/22/2005,15,0,10,-14,1013,360,6.7
01/22/2005,16,0,10,-14,1013,350,9.3
01/22/2005,17,0,10,-16,1013,350,8.7
01/22/2005,18,0,10,-16,1013,350,9.3
01/22/2005,19,0,10,-16,1013,350,8.7
01/22/2005,20,0,10,-16,1013,350,9.3
01/22/2005,21,0,10,-16,1013,350,7.7
01/22/2005,22,0,10,-16,1013,350,8.2
01/22/2005,23,0,10,-16,1013,350,8.2
01/22/2005,0,0,10,-17,1013,350,9.3
01/23/2005,1,0,10,-17,1013,350,9.3
01/23/2005,2,0,10,-17,1013,350,10.8
01/23/2005,3,0,10,-18,1013,350,10.8
01/23/2005,4,0,10,-18,1013,350,11.3
01/23/2005,5,0,10,-18,1013,350,12.3
01/23/2005,6,0,10,-18,1013,350,10.8
01/23/2005,7,0,10,-18,1013,350,9.3
01/23/2005,8,0,10,-17,1013,350,9.8
01/23/2005,9,0,10,-17,1013,350,9.3
